prob_cancel,actual,risk_segment,recommended_action
0.26966217,0,✅ Safe,Tidak ada tindakan
0.2483955,0,✅ Safe,Tidak ada tindakan
0.24713849,0,✅ Safe,Tidak ada tindakan
0.255386,0,✅ Safe,Tidak ada tindakan
0.2627189,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.77750075,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31733918,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.281907,0,✅ Safe,Tidak ada tindakan
0.4207753,0,✅ Safe,Tidak ada tindakan
0.82383454,1,⚠️ High Risk,Minta deposit 100%
0.48991358,1,✅ Safe,Tidak ada tindakan
0.26477522,0,✅ Safe,Tidak ada tindakan
0.87487376,1,⚠️ High Risk,Minta deposit 100%
0.8748645,1,⚠️ High Risk,Minta deposit 100%
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.26142526,0,✅ Safe,Tidak ada tindakan
0.6068588,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.5504585,0,⚠️ Low Risk,Kirim reminder email
0.28488472,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.56812,1,⚠️ Low Risk,Kirim reminder email
0.27070272,0,✅ Safe,Tidak ada tindakan
0.24684191,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.32351974,0,✅ Safe,Tidak ada tindakan
0.64646953,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.48991358,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.56812,1,⚠️ Low Risk,Kirim reminder email
0.5853922,0,⚠️ Low Risk,Kirim reminder email
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.35112518,0,✅ Safe,Tidak ada tindakan
0.62879735,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.419842,0,✅ Safe,Tidak ada tindakan
0.26266238,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.7839516,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2548906,0,✅ Safe,Tidak ada tindakan
0.5412198,0,⚠️ Low Risk,Kirim reminder email
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24838072,0,✅ Safe,Tidak ada tindakan
0.5782158,1,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6272852,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24713849,0,✅ Safe,Tidak ada tindakan
0.40060678,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.25973356,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.26662028,0,✅ Safe,Tidak ada tindakan
0.72254485,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6499188,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.715077,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.628368,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7840611,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6562212,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67992306,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.78465927,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27892908,0,✅ Safe,Tidak ada tindakan
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5865805,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.2540493,0,✅ Safe,Tidak ada tindakan
0.31291252,0,✅ Safe,Tidak ada tindakan
0.5702972,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.75294644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26476717,0,✅ Safe,Tidak ada tindakan
0.2555635,0,✅ Safe,Tidak ada tindakan
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.28236142,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.6863616,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26264966,0,✅ Safe,Tidak ada tindakan
0.291745,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.45723954,0,✅ Safe,Tidak ada tindakan
0.30201918,0,✅ Safe,Tidak ada tindakan
0.55911267,0,⚠️ Low Risk,Kirim reminder email
0.5782158,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.28546768,0,✅ Safe,Tidak ada tindakan
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.73998886,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25408876,0,✅ Safe,Tidak ada tindakan
0.33564436,0,✅ Safe,Tidak ada tindakan
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5370842,0,⚠️ Low Risk,Kirim reminder email
0.25450757,0,✅ Safe,Tidak ada tindakan
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.31592962,0,✅ Safe,Tidak ada tindakan
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2794134,0,✅ Safe,Tidak ada tindakan
0.64935255,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5901701,0,⚠️ Low Risk,Kirim reminder email
0.26436493,0,✅ Safe,Tidak ada tindakan
0.26066673,0,✅ Safe,Tidak ada tindakan
0.807287,1,⚠️ High Risk,Minta deposit 100%
0.5853922,1,⚠️ Low Risk,Kirim reminder email
0.6544055,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.4411465,1,✅ Safe,Tidak ada tindakan
0.49793136,0,✅ Safe,Tidak ada tindakan
0.58097434,0,⚠️ Low Risk,Kirim reminder email
0.87476665,1,⚠️ High Risk,Minta deposit 100%
0.3870124,0,✅ Safe,Tidak ada tindakan
0.5545413,0,⚠️ Low Risk,Kirim reminder email
0.30468768,0,✅ Safe,Tidak ada tindakan
0.47089246,0,✅ Safe,Tidak ada tindakan
0.7715093,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5669144,1,⚠️ Low Risk,Kirim reminder email
0.7562507,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.26794738,0,✅ Safe,Tidak ada tindakan
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.747866,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.7849435,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.7482019,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27873626,0,✅ Safe,Tidak ada tindakan
0.5739486,1,⚠️ Low Risk,Kirim reminder email
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.35126838,0,✅ Safe,Tidak ada tindakan
0.7574384,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.65350825,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58869684,0,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.7548784,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24758145,0,✅ Safe,Tidak ada tindakan
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2758647,0,✅ Safe,Tidak ada tindakan
0.77367204,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5667715,0,⚠️ Low Risk,Kirim reminder email
0.5105956,0,⚠️ Low Risk,Kirim reminder email
0.73737115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.4656417,0,✅ Safe,Tidak ada tindakan
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.6779274,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.47645912,1,✅ Safe,Tidak ada tindakan
0.6075791,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.653733,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.29464436,0,✅ Safe,Tidak ada tindakan
0.6046919,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45723954,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7849435,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5492509,1,⚠️ Low Risk,Kirim reminder email
0.2678407,0,✅ Safe,Tidak ada tindakan
0.56812,1,⚠️ Low Risk,Kirim reminder email
0.61187434,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25790715,0,✅ Safe,Tidak ada tindakan
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27873626,0,✅ Safe,Tidak ada tindakan
0.47925997,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.2627189,0,✅ Safe,Tidak ada tindakan
0.5112293,0,⚠️ Low Risk,Kirim reminder email
0.42368454,0,✅ Safe,Tidak ada tindakan
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.33913988,0,✅ Safe,Tidak ada tindakan
0.7163871,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28110847,0,✅ Safe,Tidak ada tindakan
0.248971,0,✅ Safe,Tidak ada tindakan
0.67070746,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28114206,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28383076,0,✅ Safe,Tidak ada tindakan
0.7160115,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.61033696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25383458,0,✅ Safe,Tidak ada tindakan
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.36247617,0,✅ Safe,Tidak ada tindakan
0.2555635,0,✅ Safe,Tidak ada tindakan
0.248971,0,✅ Safe,Tidak ada tindakan
0.5347302,0,⚠️ Low Risk,Kirim reminder email
0.34351867,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67070746,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.6272852,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.8039761,1,⚠️ High Risk,Minta deposit 100%
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2725894,0,✅ Safe,Tidak ada tindakan
0.76616985,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.29363677,0,✅ Safe,Tidak ada tindakan
0.28361788,0,✅ Safe,Tidak ada tindakan
0.7163871,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27027637,0,✅ Safe,Tidak ada tindakan
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.41058347,0,✅ Safe,Tidak ada tindakan
0.25383458,0,✅ Safe,Tidak ada tindakan
0.26743466,0,✅ Safe,Tidak ada tindakan
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5238007,0,⚠️ Low Risk,Kirim reminder email
0.6038433,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26066673,0,✅ Safe,Tidak ada tindakan
0.58159065,1,⚠️ Low Risk,Kirim reminder email
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5302004,0,⚠️ Low Risk,Kirim reminder email
0.5738165,0,⚠️ Low Risk,Kirim reminder email
0.54023814,1,⚠️ Low Risk,Kirim reminder email
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25117174,0,✅ Safe,Tidak ada tindakan
0.37082115,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.5265957,1,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.61187434,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.27248666,0,✅ Safe,Tidak ada tindakan
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.6286995,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.25790715,0,✅ Safe,Tidak ada tindakan
0.6075791,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.29806882,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.29942137,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.6648506,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7509111,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.2650412,0,✅ Safe,Tidak ada tindakan
0.25499552,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.28483766,0,✅ Safe,Tidak ada tindakan
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.86612564,1,⚠️ High Risk,Minta deposit 100%
0.6162345,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45230487,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.7849435,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5339715,1,⚠️ Low Risk,Kirim reminder email
0.465883,0,✅ Safe,Tidak ada tindakan
0.419842,0,✅ Safe,Tidak ada tindakan
0.747866,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2776622,0,✅ Safe,Tidak ada tindakan
0.25937402,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.64935255,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6198003,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25445798,0,✅ Safe,Tidak ada tindakan
0.69662213,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7861624,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.59165436,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.4868199,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.3283838,0,✅ Safe,Tidak ada tindakan
0.24709804,0,✅ Safe,Tidak ada tindakan
0.59669024,0,⚠️ Low Risk,Kirim reminder email
0.715077,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.28634685,0,✅ Safe,Tidak ada tindakan
0.6499188,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6027252,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.33786923,1,✅ Safe,Tidak ada tindakan
0.255386,0,✅ Safe,Tidak ada tindakan
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.76072603,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25091082,0,✅ Safe,Tidak ada tindakan
0.7769644,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6767601,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.45723954,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7737864,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5782158,1,⚠️ Low Risk,Kirim reminder email
0.51279116,0,⚠️ Low Risk,Kirim reminder email
0.61706364,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.499754,1,✅ Safe,Tidak ada tindakan
0.56098527,0,⚠️ Low Risk,Kirim reminder email
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.73820585,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.40449792,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.598104,1,⚠️ Low Risk,Kirim reminder email
0.29839098,0,✅ Safe,Tidak ada tindakan
0.5532588,1,⚠️ Low Risk,Kirim reminder email
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.66371995,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.54867727,0,⚠️ Low Risk,Kirim reminder email
0.6286995,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.47009403,0,✅ Safe,Tidak ada tindakan
0.5323571,0,⚠️ Low Risk,Kirim reminder email
0.6863616,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.3375536,0,✅ Safe,Tidak ada tindakan
0.7943862,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6629036,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.653733,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.34589744,0,✅ Safe,Tidak ada tindakan
0.23717,0,✅ Safe,Tidak ada tindakan
0.24559599,0,✅ Safe,Tidak ada tindakan
0.47395268,0,✅ Safe,Tidak ada tindakan
0.5873127,0,⚠️ Low Risk,Kirim reminder email
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5313935,0,⚠️ Low Risk,Kirim reminder email
0.26744336,0,✅ Safe,Tidak ada tindakan
0.28383076,0,✅ Safe,Tidak ada tindakan
0.6068588,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.647885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6351823,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6075791,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.598104,0,⚠️ Low Risk,Kirim reminder email
0.6027252,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.74757725,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.6286995,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25249994,0,✅ Safe,Tidak ada tindakan
0.5861217,1,⚠️ Low Risk,Kirim reminder email
0.58555746,1,⚠️ Low Risk,Kirim reminder email
0.25517258,0,✅ Safe,Tidak ada tindakan
0.33792564,0,✅ Safe,Tidak ada tindakan
0.59777904,0,⚠️ Low Risk,Kirim reminder email
0.37846136,0,✅ Safe,Tidak ada tindakan
0.6286995,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2666542,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.5608163,0,⚠️ Low Risk,Kirim reminder email
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.87498146,1,⚠️ High Risk,Minta deposit 100%
0.87251866,1,⚠️ High Risk,Minta deposit 100%
0.25790715,0,✅ Safe,Tidak ada tindakan
0.7566069,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.248971,0,✅ Safe,Tidak ada tindakan
0.38902098,0,✅ Safe,Tidak ada tindakan
0.2666432,0,✅ Safe,Tidak ada tindakan
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25408876,0,✅ Safe,Tidak ada tindakan
0.2627189,0,✅ Safe,Tidak ada tindakan
0.25338554,0,✅ Safe,Tidak ada tindakan
0.45723954,0,✅ Safe,Tidak ada tindakan
0.6071255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.48991358,0,✅ Safe,Tidak ada tindakan
0.4656417,0,✅ Safe,Tidak ada tindakan
0.6562885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.25408876,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58159065,0,⚠️ Low Risk,Kirim reminder email
0.28163016,0,✅ Safe,Tidak ada tindakan
0.5277655,0,⚠️ Low Risk,Kirim reminder email
0.6544055,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.47089246,0,✅ Safe,Tidak ada tindakan
0.35307294,0,✅ Safe,Tidak ada tindakan
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.25023392,0,✅ Safe,Tidak ada tindakan
0.7574962,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.40060678,0,✅ Safe,Tidak ada tindakan
0.62003547,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6286995,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.7769644,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.32080984,0,✅ Safe,Tidak ada tindakan
0.4911094,0,✅ Safe,Tidak ada tindakan
0.47450662,0,✅ Safe,Tidak ada tindakan
0.72254485,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6027252,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.26266238,0,✅ Safe,Tidak ada tindakan
0.565255,0,⚠️ Low Risk,Kirim reminder email
0.5782158,1,⚠️ Low Risk,Kirim reminder email
0.38412094,1,✅ Safe,Tidak ada tindakan
0.3570227,0,✅ Safe,Tidak ada tindakan
0.872294,1,⚠️ High Risk,Minta deposit 100%
0.27248666,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.77367204,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.57888675,0,⚠️ Low Risk,Kirim reminder email
0.25646466,0,✅ Safe,Tidak ada tindakan
0.807287,0,⚠️ High Risk,Minta deposit 100%
0.7839516,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.3870124,0,✅ Safe,Tidak ada tindakan
0.5073394,0,⚠️ Low Risk,Kirim reminder email
0.6027252,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.67708045,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.747866,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.64935255,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.38655618,0,✅ Safe,Tidak ada tindakan
0.5306277,0,⚠️ Low Risk,Kirim reminder email
0.47089246,1,✅ Safe,Tidak ada tindakan
0.5861217,1,⚠️ Low Risk,Kirim reminder email
0.5657212,0,⚠️ Low Risk,Kirim reminder email
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.73820585,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5865805,0,⚠️ Low Risk,Kirim reminder email
0.63396543,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.24758145,0,✅ Safe,Tidak ada tindakan
0.26367304,0,✅ Safe,Tidak ada tindakan
0.60191566,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.77978885,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5861217,0,⚠️ Low Risk,Kirim reminder email
0.8747693,1,⚠️ High Risk,Minta deposit 100%
0.79073507,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.2815491,0,✅ Safe,Tidak ada tindakan
0.29537636,0,✅ Safe,Tidak ada tindakan
0.25790715,0,✅ Safe,Tidak ada tindakan
0.8745662,1,⚠️ High Risk,Minta deposit 100%
0.25973356,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6046919,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6056112,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7359696,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.48214066,1,✅ Safe,Tidak ada tindakan
0.68468356,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.7566069,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.61277056,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.58173776,0,⚠️ Low Risk,Kirim reminder email
0.7548784,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.8747759,1,⚠️ High Risk,Minta deposit 100%
0.69662213,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.5277655,0,⚠️ Low Risk,Kirim reminder email
0.24938835,0,✅ Safe,Tidak ada tindakan
0.76072603,0,⚠️ Medium Risk,Tawarkan diskon non-refundable
0.6767601,1,⚠️ Medium Risk,Tawarkan diskon non-refundable
